648,Dusnok,18.958962,46.3900215
649,Dúzs,18.3802721,46.4921925
650,Ebergőc,16.8115634,47.5636922
651,Ebes,21.4914725,47.4712353
652,Écs,17.7153122,47.5611951
653,Ecséd,19.7728816,47.7323069
654,Ecseg,19.6026278,47.8983295
655,Ecsegfalva,20.9228324,47.1493444
656,Ecseny,17.8523616,46.5510888
657,Ecser,19.3184563,47.4445025
658,Edde,17.7164847,46.5248766
659,Edelény,20.7334367,48.2936623
660,Edve,17.134343,47.455319
661,Eger,20.3743665,47.8989887
662,Egerág,18.3048844,45.981479
663,Egeralja,17.2405707,47.2369298
664,Egeraracsa,17.0772631,46.6732574
665,Egerbakta,20.2905231,47.9355323
666,Egerbocs,20.2602297,48.0278989
667,Egercsehi,20.256917,48.0542913
668,Egerfarmos,20.5363608,47.7182762
669,Egerlövő,20.6223013,47.719469
670,Egerszalók,20.3238326,47.8702335
671,Egerszólát,20.2678265,47.8903931
672,Égerszög,20.5858926,48.4435651
673,Egervár,16.8521806,46.9336026
674,Egervölgy,16.9083672,47.1190307
675,Egyed,17.3378908,47.5217162
676,Egyek,20.8881462,47.6314647
677,Egyházasdengeleg,19.5589914,47.7976098
678,Egyházasfalu,16.7654427,47.4650681
679,Egyházasgerge,19.6469184,48.1788385
680,Egyházasharaszti,18.334322,45.8093006
681,Egyházashetye,17.1197109,47.1695366
682,Egyházashollós,16.6919224,47.0570351
